date,NO2(t-2),NO2(t-1),NO2(t)
2024-10-22,0.2608366815409834,0.2995082508355654,0.3381798201301476
2024-10-23,0.2995082508355654,0.3381798201301476,0.15778965579757506
2024-10-24,0.3381798201301476,0.15778965579757506,0.3659864108052875
2024-10-25,0.15778965579757506,0.3659864108052875,0.41761527799123166
2024-10-26,0.3659864108052875,0.41761527799123166,0.19221751849679072
2024-10-27,0.41761527799123166,0.19221751849679072,0.21309483726904513
2024-10-28,0.19221751849679072,0.21309483726904513,0.2902610007679457
2024-10-29,0.21309483726904513,0.2902610007679457,0.23283819605315462
2024-10-30,0.2902610007679457,0.23283819605315462,0.19593515598485803
2024-10-31,0.23283819605315462,0.19593515598485803,0.17478499107076753
2024-11-01,0.19593515598485803,0.17478499107076753,0.13346021562098906
2024-11-02,0.17478499107076753,0.13346021562098906,0.09213544017121059
2024-11-03,0.13346021562098906,0.09213544017121059,0.12300962961949422
2024-11-04,0.09213544017121059,0.12300962961949422,0.15496924796291575
2024-11-05,0.12300962961949422,0.15496924796291575,0.1869288510353829
2024-11-06,0.15496924796291575,0.1869288510353829,0.22533805006283078
2024-11-07,0.1869288510353829,0.22533805006283078,0.27452803893824596
2024-11-08,0.22533805006283078,0.27452803893824596,0.25975135954252615
2024-11-09,0.27452803893824596,0.25975135954252615,0.2449745885210801
2024-11-10,0.25975135954252615,0.2449745885210801,0.22188088924355512
2024-11-11,0.2449745885210801,0.22188088924355512,0.19878720523698443
2024-11-12,0.22188088924355512,0.19878720523698443,0.1823101356134049
